g2p id,gene symbol,gene mim,hgnc id,previous gene symbols,disease name,disease mim,disease MONDO,allelic requirement,cross cutting modifier,confidence,variant consequence,variant types,molecular mechanism,molecular mechanism categorisation,molecular mechanism evidence,phenotypes,publications,panel,comments,date of last review
G2P02435,COL5A1,120215,2209,,COL5A1-related classical Ehlers Danlos syndrome,,MONDO:0020066,monoallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001083; HP:0003011; HP:0000598; HP:0000478; HP:0000394; HP:0000286; HP:0040064; HP:0000978; HP:0001871; HP:0004322; HP:0025031; HP:0001030; HP:0005222; HP:0002010; HP:0000592; HP:0005100; HP:0000006; HP:0001197; HP:0001763; HP:0001626; HP:0000993; HP:0002616; HP:0025014; HP:0001382; HP:0000924; HP:0002758; HP:0001634; HP:0006316; HP:0100790; HP:0100699; HP:0010500; HP:0000545; HP:0001270; HP:0010485; HP:0001574; HP:0001058; HP:0003549; HP:0000974; HP:0000977; HP:0001187; HP:0001507; HP:0000023; HP:0001537; HP:0001373; HP:0001073; HP:0000152; HP:0008947,8923000; 10739762; 15580559; 22696272,Eye; Skin,,2018-06-01 15:07:23+00:00
G2P02436,DAG1,128239,2666,156DAG; A3A; AGRNR; DAG,DAG1-related congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies,616538,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002878; HP:0000256; HP:0000568; HP:0000007; HP:0003560; HP:0000501; HP:0000545; HP:0000556; HP:0000518,21388311; 29337005; 24052401; 25934851,Eye,,2018-06-01 15:49:59+00:00
G2P02437,HSPG2,142461,5273,PERLECAN; PRCAN; SJS1,HSPG2-related Schwartz-Jampel syndrome,255800,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,11101850; 11941538,Eye,,2018-06-03 17:48:56+00:00
G2P02538,CLCC1,617539,29675,MCLC,CLCC1-related retinitis pigmentosa,,MONDO:0019200,biallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0000546; HP:0000512; HP:0007737; HP:0000543; HP:0000662; HP:0000007; HP:0030515; HP:0007843,30157172,Eye,,2018-08-31 14:09:44+00:00
G2P02539,KIAA1549,613344,22219,,KIAA1549-related retinitis pigmentosa,,MONDO:0019200,biallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0000512; HP:0007737; HP:0000662; HP:0000505; HP:0000007; HP:0000510; HP:0007843; HP:0030505; HP:0007698; HP:0000556,30120214,Eye,,2018-08-31 14:53:45+00:00
G2P02540,IFT88,600595,20606,D13S1056E; HTG737; MGC26259; TG737; TTC10,IFT88-related non-syndromic retinal degeneration,,,biallelic_autosomal,,limited,absent gene product,,loss of function,inferred,,HP:0000546; HP:0007893; HP:0000662; HP:0007947; HP:0008035; HP:0000007; HP:0000548,29978320,Eye,,2025-01-16 11:09:04+00:00
G2P02541,HKDC1,617221,23302,FLJ22761; FLJ37767,HKDC1-related retinitis pigmentosa,,MONDO:0019200,biallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0001133; HP:0000662; HP:0000007; HP:0007994; HP:0007675; HP:0000510; HP:0003676,30085091,Eye,,2018-09-03 11:04:25+00:00
G2P02542,MYF5,159990,7565,BHLHC2,"MYF5-related external ophthalmoplegia, rib, and vertebral anomalies",,,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0002650; HP:0000473; HP:0012366; HP:0002945; HP:0002948; HP:0000486; HP:0003319; HP:0007831; HP:0000766; HP:0000007; HP:0006657; HP:0000772; HP:0000508; HP:0010558,29887215,DD; Eye,,2018-09-06 10:44:37+00:00
G2P02546,ARSG,610008,24102,KIAA1001,ARSG-related atypical Usher syndrome,618144,,biallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0007737; HP:0008615; HP:0008625; HP:0007830; HP:0003581; HP:0000007; HP:0003676; HP:0000510; HP:0008504; HP:0000408,29300381,Eye,,2025-01-14 15:17:16+00:00
G2P02547,STN1,613128,26200,BA541N10.2; FLJ22559; OBFC1,STN1-related cerebroretinal microangiopathy with calcifications and cysts,617341,,biallelic_autosomal,,strong,absent gene product; altered gene product structure,frameshift_variant; missense_variant; inframe_deletion; inframe_insertion,loss of function,inferred,,HP:0005671; HP:0002040; HP:0001511; HP:0002239; HP:0008046; HP:0001876; HP:0001873; HP:0008897; HP:0001332,27432940; 34110109,DD; Eye,,2018-11-02 17:27:05+00:00
G2P02566,KLHL7,611119,15646,KLHL6; RP42; SBBI26,"KLHL7-related PERCHING syndrome (developmental delay, dysmorphism, feeding and respiratory difficulties, hypotonia, and joint contractures)",617055,,biallelic_autosomal,,strong,absent gene product; altered gene product structure,frameshift_variant; missense_variant,loss of function,inferred,,HP:0000510; HP:0000556,27392078; 29074562; 30997404; 30142437; 30300710; 31953236; 35670385; 35699517; 37076692; 38333279,DD; Eye,,2024-09-11 14:16:22+00:00
G2P02576,MAB21L1,601280,6757,CAGR1,MAB21L1-related cerebello-oculo-facio-genital syndrome,,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002342; HP:0000534; HP:0001305; HP:0001272; HP:0007700; HP:0000664; HP:0008689; HP:0000666; HP:0025325; HP:0001263; HP:0011344; HP:0000007; HP:0006817; HP:0002557; HP:0010747; HP:0001131; HP:0007957; HP:0008707; HP:0008729; HP:0001321; HP:0011343; HP:0002187; HP:0001249; HP:0000486; HP:0000252; HP:0000046,30487245; 27103078,DD; Eye,,2019-10-08 21:39:16+00:00
G2P02578,USP45,618439,20080,MGC14793,USP45-related Leber congenital amaurosis,608553,,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,HP:0000512; HP:0000543; HP:0000007; HP:0007688; HP:0007843,30573563,Eye,,2018-12-24 14:56:32+00:00
G2P02583,CRB2,609720,18688,FLJ16786; FLJ38464,CRB2-related retinitis pigmentosa,,MONDO:0019200,biallelic_autosomal,,limited,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0007401; HP:0007737; HP:0000543; HP:0000007; HP:0007843,30593785,Eye,,2019-01-17 17:53:05+00:00
G2P02584,P4HA2,600608,8547,C-P4HALPHA(II); LNCRNA-PE,P4HA2-related myopia,,MONDO:0001384,monoallelic_autosomal,,strong,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0011003; HP:0007800; HP:0000006; HP:0003676; HP:0000545,29364500; 25741866,Eye,,2019-01-17 21:05:21+00:00
G2P02652,ALPK1,607347,20917,FLJ22670; KIAA1527; LAK,ALPK1-related ROSAH syndrome,,MONDO:0013999,monoallelic_autosomal,,strong,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0001085; HP:0002719; HP:0002076; HP:0001876; HP:0000006; HP:0000548; HP:0001744; HP:0000556; HP:0000970,30967659,Eye,,2019-05-02 15:12:27+00:00
G2P02653,ARL2,601175,693,ARFL2,"ARL2-related microcornea, rod-cone dystrophy, cataract, and posterior staphyloma (MRCS) syndrome",619082,,monoallelic_autosomal,,strong,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0000482; HP:0000006; HP:0008323; HP:0030856; HP:0000510; HP:0000518,30945270,Eye,,2025-01-14 14:56:47+00:00
G2P02655,PANK4,606162,19366,FLJ10782,PANK4-related congenital cataract,,MONDO:0005129,monoallelic_autosomal,,limited,uncertain,,undetermined,inferred,,HP:0000639; HP:0000006,30585370,Eye,,2019-06-02 23:05:20+00:00
G2P02657,MYRF,608329,1181,C11ORF9; MRF; NDT80; PQN-47,MYRF-related High hyperopia,,MONDO:0004891,monoallelic_autosomal,,strong,uncertain,,undetermined,inferred,,HP:0000006; HP:0008499,31172260,Eye,,2019-06-10 15:10:54+00:00
G2P02663,ANAPC1,608473,19988,APC1; MCPR; TSG24,ANAPC1-related Rothmund-Thomson syndrome,,MONDO:0016368,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000924; HP:0011342; HP:0001118; HP:0001231; HP:0001029; HP:0008070; HP:0008897; HP:0001009; HP:0000028; HP:0004322,31303264,DD; Eye; Skin,,2024-11-07 09:23:30+00:00
G2P02690,DTNBP1,607145,17328,BLOC1S8; DBND; DYSBINDIN; HPS7; MY031,DTNBP1-related Hermansky-Pudlak syndrome,614076,MONDO:0019312,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0001574; HP:0030402; HP:0000421; HP:0000639; HP:0000478; HP:0000505; HP:0011463; HP:0001107; HP:0000007; HP:0000978; HP:0001022; HP:0001626; HP:0007663; HP:0001871; HP:0003540; HP:0000152,28259707; 23364359; 12923531,Eye; Skin,,2019-09-16 15:47:05+00:00
G2P02795,FKTN,607440,3622,FCMD; LGMD2M,"FKTN-related muscular dystrophy-dystroglycanopathy congenital with brain and eye anomalies, type A",253800,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002650; HP:0003593; HP:0002126; HP:0003202; HP:0000540; HP:0002093; HP:0000238; HP:0000518; HP:0000541; HP:0002267; HP:0007973; HP:0002084; HP:0000007; HP:0008981; HP:0000648; HP:0001250; HP:0001252; HP:0002350; HP:0001274; HP:0001324; HP:0001302; HP:0000496; HP:0003236; HP:0007348; HP:0001685; HP:0001321; HP:0000545; HP:0001669; HP:0003741; HP:0001642; HP:0001631; HP:0001284; HP:0007260; HP:0001249; HP:0003306; HP:0000486; HP:0001360; HP:0000568; HP:0002365,12601708; 14627679; 21228398; 19179078; 9690476; 17878207; 10545611,Eye,,2019-09-26 14:17:22+00:00
G2P02799,POMGNT1,606822,19139,FLJ20277; LGMD2O; MEB; MGAT1.2,"POMGNT1-related muscular dystrophy-dystroglycanopathy congenital with intellectual developmental disorder, type B, 3",613151,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0002126; HP:0008045; HP:0000550; HP:0008012; HP:0007033; HP:0000589; HP:0001425; HP:0003324; HP:0000238; HP:0000518; HP:0000546; HP:0002353; HP:0003812; HP:0007973; HP:0001105; HP:0011344; HP:0006829; HP:0001290; HP:0000007; HP:0000557; HP:0001257; HP:0000510; HP:0000648; HP:0001336; HP:0001250; HP:0007738; HP:0002350; HP:0001324; HP:0001302; HP:0000639; HP:0003194; HP:0003236; HP:0001321; HP:0003560; HP:0007759; HP:0000545; HP:0000485; HP:0000980; HP:0002119; HP:0001270; HP:0010864; HP:0002187; HP:0007260; HP:0000272; HP:0001249; HP:0000486; HP:0000568; HP:0007770; HP:0002365; HP:0000654; HP:0003577; HP:0000252; HP:0000347; HP:0000556; HP:0000232,27391550; 26908613; 11709191; 17878207; 15236414; 12588800; 19067344; 19299310,Eye,,2019-10-04 11:32:36+00:00
G2P02800,LARGE1,603590,6511,KIAA0609; LARGE,LARGE1-related muscular dystrophy-dystroglycanopathy congenital with intellectual developmental disorder,608840,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0003593; HP:0002269; HP:0003487; HP:0001305; HP:0002518; HP:0001371; HP:0004322; HP:0000238; HP:0000518; HP:0000666; HP:0001263; HP:0007973; HP:0002395; HP:0006829; HP:0000007; HP:0003458; HP:0000648; HP:0002987; HP:0003701; HP:0001252; HP:0001302; HP:0003236; HP:0001321; HP:0003560; HP:0000158; HP:0003741; HP:0001270; HP:0001284; HP:0010628; HP:0007260; HP:0002187; HP:0001249; HP:0002365; HP:0001771; HP:0000654; HP:0009473,17436019; 19067344; 19299310; 12966029; 21248746,DD; Eye,,2019-10-10 16:37:54+00:00
G2P02803,EIF2B2,606454,3258,EIF-2BBETA; EIF2B; EIF2BBETA,EIF2B2-related leukoencephalopathy with vanishing white matter,,MONDO:0800448,biallelic_autosomal,,strong,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0003828; HP:0001118; HP:0001298; HP:0006994; HP:0000869; HP:0001251; HP:0000518,21484434; 14566705; 28041799,Eye,,2019-10-16 13:20:53+00:00
G2P02806,CRX,602225,2383,CORD2; CRD; LCA7; OTX3,CRX-related macular dystrophy,,MONDO:0020242,monoallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,HP:0003581; HP:0007754,25270190; 28945142; 30067412,Eye,,2019-10-23 15:47:34+00:00
G2P02807,CRB1,604210,2343,LCA8; RP12,CRB1-related macular dystrophy,,MONDO:0020242,biallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,HP:0007754; HP:0007401,26312378; 29391521; 29869924,Eye,,2019-10-23 15:51:08+00:00
G2P02822,KCNV2,607604,19698,KV8.2,KCNV2-related cone dystrophy with supernormal rod responses,,MONDO:0012475,biallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,HP:0007663; HP:0030484; HP:0000548; HP:0000556,16909397; 19952985,Eye,,2019-10-24 14:52:29+00:00
G2P02823,MFRP,606227,18121,C1QTNF5; FLJ30570; NNO2; RD6,MFRP-related non-syndromic retinitis pigmenta,,,biallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,HP:0000510; HP:0000556,24474277; 22605927; 22142163,Eye,,2024-10-25 14:34:52+00:00
G2P02824,NPHP3,608002,7907,CFAP31; FLJ30691; FLJ36696; KIAA2000; MKS7; NPH3; SLSN3,NPHP3-related Senior-Loken syndrome,,MONDO:0017842,biallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,HP:0000090; HP:0000510; HP:0000556,,Eye,,2019-10-25 11:34:03+00:00
G2P02825,RAX2,610362,18286,ARMD6; CORD11; MGC15631; RAXL1,RAX2-related retinitis pigmentosa,,MONDO:0019200,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,HP:0000510; HP:0000556,30377383,Eye,,2019-10-25 13:22:54+00:00
G2P02826,RPE65,180069,10294,BCO3; LCA2; RD12; RP20,RPE65-related retinal dystrophy,,,monoallelic_autosomal,,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0000556; HP:0001139,27307694; 21654732; 29947567,Eye,,2019-10-30 14:45:12+00:00
G2P02843,RARB,180220,9865,HAP; NR1B2; RAR-BETA; RARBETA; RRB2,RARB-related microphthalmia syndromic,615524,,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,gain of function,inferred,,,27120018; 24075189; 37321544,DD; Eye,,2019-11-21 12:43:35+00:00
G2P02847,EMC1,616846,28957,KIAA0090,"EMC1-related global developmental delay, hypotonia, scoliosis, and cerebellar atrophy",616875,,monoallelic_autosomal,restricted mutation set,limited,altered gene product structure,frameshift_variant; missense_variant,dominant negative,inferred,,HP:0002650; HP:0008936; HP:0000750; HP:0000540; HP:0001272; HP:0007371; HP:0000649; HP:0002059; HP:0001265; HP:0000322; HP:0001263; HP:0000006; HP:0000007; HP:0003676; HP:0000565; HP:0000490; HP:0002509; HP:0001212; HP:0005484; HP:0000483; HP:0000512; HP:0100704; HP:0001249; HP:0000278; HP:0003577; HP:0000212,26942288; 28327206; 35234901,DD; Eye,,2025-01-17 10:25:27+00:00
G2P02849,ITPR1,147265,6180,ACV; INSP3R1; IP3R1; PPP1R94; SCA15; SCA16; SCA29,ITPR1-related Gillespie Syndrome,206700,,biallelic_autosomal,,definitive,absent gene product,,loss of function,inferred,,,27108797; 29169895; 29663667; 35574166,DD; Eye,,2019-11-22 16:26:15+00:00
G2P02850,MAB21L2,604357,6758,,MAB21L2-related syndromic microphthalmia,615877,,monoallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,gain of function,inferred,,HP:0002652; HP:0001263; HP:0000528; HP:0000478; HP:0000568; HP:0000482; HP:0000589; HP:0000518,24906020; 25719200; 26116559; 35929935,DD; Eye; Skeletal,,2023-05-24 09:07:33+00:00
G2P02968,RIMS2,606630,17283,KIAA0751; OBOE; RAB3IP3; RIM2,RIMS2-related syndromic congenital cone-rod synaptic disease,,,biallelic_autosomal,,strong,absent gene product,,loss of function,inferred,,,32470375,DD; Eye,,2020-06-23 14:10:16+00:00
G2P02994,GEMIN4,606969,15717,DKFZP434B131; DKFZP434D174; HC56; HCAP1; HHRF-1; P97,"GEMIN4-related neurodevelopmental disorder with microcephaly, cataracts, and renal abnormalities",617913,,biallelic_autosomal,,strong,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0000007; HP:0001263,25558065; 30237576; 27878435; 35861185,DD; Eye,,2020-07-16 18:52:24+00:00
G2P03006,WFS1,606201,12762,DFNA14; DFNA38; DFNA6; DIDMOAD; WFS,WFS1-related Wolfram-like syndrome,222300,,biallelic_autosomal,,definitive,absent gene product; altered gene product structure,,loss of function,inferred,,HP:0000598; HP:0000029; HP:0012444; HP:0000011; HP:0000007; HP:0000648; HP:0002715; HP:0001337; HP:0002401; HP:0006217; HP:0001260; HP:0001250; HP:0000951; HP:0011123; HP:0000639; HP:0001638; HP:0000365; HP:0011389; HP:0001251; HP:0000819; HP:0000821; HP:0000364; HP:0000407; HP:0002015; HP:0000072; HP:0001249; HP:0000126; HP:0000873; HP:0000508; HP:0000556,9771706; 10521293; 11161832; 11295831; 11317648; 12107816; 12707373; 14724730; 15070927; 15151504; 15277431; 15503287; 15605410; 16151413; 16442662; 16459465; 17568405; 18660851; 18806274; 19042979; 19160074; 25390390; 20875904; 21067485; 21446023; 21564155; 21602428; 21623591; 21726277; 21823543; 21968327; 22226368; 22238590; 22311385; 22781099; 23103830; 23373429; 16195229,DD; Eye,,2025-01-10 16:06:51+00:00
G2P03007,WFS1,606201,12762,DFNA14; DFNA38; DFNA6; DIDMOAD; WFS,WFS1-related Wolfram-like syndrome,222300,,monoallelic_autosomal,,definitive,decreased gene product level; altered gene product structure,frameshift_variant; missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0000407; HP:0008527; HP:0008024; HP:0000716; HP:0000006; HP:0000408; HP:0000648; HP:0000857; HP:0000819,23531866; 28468959; 28271591; 27217304; 18544103; 16648378; 20069065; 21538838; 37041640; 35450504; 20301750; 33179441,DD; Eye,,2020-07-16 18:52:25+00:00
G2P03084,FOXE3,601094,3808,FKHL12; FREAC8,FOXE3-related congenital cataract,,MONDO:0005129,monoallelic_autosomal,,definitive,uncertain,,undetermined,inferred,,HP:0000007; HP:0010922; HP:0007787,17893665; 28418495; 29136273; 27218149; 20806047,Eye,,2021-01-12 15:01:39+00:00
G2P03085,CNGB3,605080,2153,ACHM1; ACHM3; RMCH,CNGB3-related achromatopsia,262300,,biallelic_autosomal,restricted mutation set,definitive,altered gene product structure,,gain of function,inferred,,HP:0030619; HP:0011516; HP:0011003; HP:0000505; HP:0007811; HP:0000007; HP:0000551; HP:0003577; HP:0000613; HP:0000518,12357335; 26992781; 10958649; 15657609; 15161866; 10888875; 15712225; 28795510,Eye,,2021-01-12 15:01:39+00:00
G2P03086,CRYBB3,123630,2400,CRYB3,CRYBB3-related cataract,609741,,monoallelic_autosomal,,moderate,uncertain,,undetermined,inferred,,HP:0100019; HP:0001115; HP:0000006; HP:0000007; HP:0000501; HP:0100018; HP:0001134,19182255; 15914629; 27326458; 23508780,Eye,,2024-11-12 12:55:54+00:00
G2P03087,COL2A1,120140,2200,AOM; SEDC; STL1,COL2A1-related spondyloepiphyseal dysplasia congenita,183900,,biallelic_autosomal,,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0002650; HP:0003300; HP:0002318; HP:0010501; HP:0002098; HP:0000655; HP:0000175; HP:0000926; HP:0001552; HP:0003071; HP:0000470; HP:0000541; HP:0008800; HP:0002091; HP:0008857; HP:0002996; HP:0000006; HP:0000007; HP:0008142; HP:0002515; HP:0001762; HP:0001252; HP:0008788; HP:0000545; HP:0002938; HP:0002808; HP:0003311; HP:0002827; HP:0000768; HP:0000272; HP:0002812,2543071; 25060605; 2339128; 8423604; 26626311; 26358419; 8325895; 26443184,Eye,,2021-01-12 15:01:40+00:00
G2P03088,HSF4,602438,5227,CTM,HSF4-related cataract,116800,,biallelic_autosomal,,definitive,altered gene product structure,frameshift_variant; missense_variant; stop_gained,undetermined,inferred,,,30143024; 19014451; 29243736; 24045990; 26490182,Eye,,2024-12-19 15:14:09+00:00
G2P03089,MAFB,608968,6408,KRML,MAFB-related Duane retraction syndrome ,,MONDO:0007473,monoallelic_autosomal,restricted mutation set,strong,altered gene product structure,,dominant negative,inferred,,,,Eye,,2021-01-12 15:01:40+00:00
G2P03090,BFSP2,603212,1041,CP47; CP49; LIFL-L; PHAKININ,BFSP2-related cataract,611597,,biallelic_autosomal,,definitive,altered gene product structure,missense_variant; inframe_deletion; inframe_insertion,undetermined,inferred,,HP:0001118; HP:0007876; HP:0000545; HP:0008024; HP:0007971; HP:0000006; HP:0010695; HP:0007834; HP:0000518,10634598; 10729115; 21836522,Eye,,2024-11-27 18:03:56+00:00
G2P03091,BFSP1,603307,1040,CP115; CP94; FILENSIN; LIFL-H,"BFSP1-related cataract, multiple types",611391,,monoallelic_autosomal,,strong,uncertain,,undetermined,inferred,,HP:0007648; HP:0007834; HP:0001118; HP:0007971; HP:0000006; HP:0000007; HP:0100018; HP:0000518,24379646; 17225135; 28450710; 26694549,Eye,,2021-01-12 15:11:32+00:00
G2P03125,FBN1,134797,3603,FBN; MASS; MFS1; OCTD; SGS; WMS,FBN1-related Marfan syndrome,154700,,biallelic_autosomal,,definitive,absent gene product; altered gene product structure,frameshift_variant; missense_variant; splice_region_variant,loss of function,inferred,,HP:0003199; HP:0004927; HP:0001083; HP:0008132; HP:0002097; HP:0000276; HP:0100775; HP:0003088; HP:0001371; HP:0003179; HP:0000098; HP:0001653; HP:0000518; HP:0002647; HP:0004872; HP:0002816; HP:0000541; HP:0000678; HP:0001765; HP:0007800; HP:0005136; HP:0000006; HP:0001763; HP:0002107; HP:0001659; HP:0000490; HP:0000501; HP:0000268; HP:0002616; HP:0001382; HP:0001761; HP:0000494; HP:0000767; HP:0001166; HP:0001634; HP:0000545; HP:0007676; HP:0000218; HP:0001065; HP:0001002; HP:0000768; HP:0002751; HP:0002631; HP:0000275; HP:0000272; HP:0000278; HP:0003302; HP:0001635; HP:0001548; HP:0000347; HP:0001704,8428751; 8504310; 1631074; 7611299; 21594993; 7762551; 18412115; 1301946; 15032979; 15287423; 8430317; 8040326; 8101042; 9101298; 8406497; 11175294; 10766875; 17492313; 21594992; 17366579; 11702223; 9837823; 1569206; 8136837; 9241263; 7633409; 20082464; 10441597; 7911051; 20979188; 8281141; 16333834; 1852208; 17568394; 27582083; 31950671; 8880577; 7977366; 19059503; 20886638; 23278365; 24698609; 28636274; 33436942,DD; Eye; Skin; Skeletal,,2024-05-13 11:15:57+00:00
